city_name,locality,locality_id,boundary_polygon,locality_np_target_mtd,locality_np_days_active,impressions,clicks,total_project_pdp_session,paid_leads,expected_leads,lead_gap,np_target_not_met,conversion,locality_demand_status
Noida,Sector 143,0ad262ac30f7b3b67b65,"POLYGON((8618489.90859672 3312300.72701109,8618489.92717714 3312300.75493455,8618955.63393112 3312871.60724811,8618955.684371 3312871.66054606,8619065.51255799 3312971.82171773,8619065.54576378 3312971.85342734,8619235.14511379 3313141.42397727,8619235.17874371 3313141.45148081,8619235.19803099 3313141.41255246,8619457.35641592 3312551.57527497,8619457.36871139 3312551.52901179,8619457.34394501 3312551.48804732,8618981.95854233 3311918.59611767,8618981.92775293 3311918.56266038,8618981.88943609 3311918.58713885,8618495.18302011 3312302.72949363,8618495.02450507 3312302.83191716,8618494.84956923 3312302.90273419,8618494.6644434 3312302.93942239,8618494.4757213 3312302.94067501,8618494.29012477 3312302.90644743,8618494.11426431 3312302.83795877,8618489.93988296 3312300.73909922,8618489.90859672 3312300.72701109))",106.77,10.5,292616,9916,1730,216,170,46,109,0.1249,surplus present
Gurgaon,Gwal Pahari,c2bffdb8f25e1bd8d5d5,null,17.61,13,403245,3738,835,124,82,42,106,0.1485,surplus present
Gurgaon,Sector 38,1c93ad46265bc5776455,null,28.05,14,708794,9178,1652,125,163,-38,97,0.0757,surplus present
Noida,Sector 168,a0c12084ffff526c1ea5,"POLYGON((8618024.1356886 3311679.66365062,8617465.20052533 3311944.77641606,8616891.90514774 3312197.98744936,8616669.71144412 3311389.35030342,8616633.97788757 3311170.85946805,8616705.55632016 3310838.88689343,8616858.50930051 3310377.86272681,8617281.30072654 3311142.23426662,8618024.1356886 3311679.66365062))",35.66,6.11,410667,6242,2881,122,218,-96,86,0.0423,surplus present
Gurgaon,Manesar,2a52e859cd4a6bbe9188,"POLYGON((8557268.63376457 3297737.04215965,8557268.65549322 3297737.08215698,8558510.70352517 3299585.77997958,8558510.7358552 3299585.81881929,8558510.77542118 3299585.85025631,8558974.03251247 3299882.00281521,8558974.2504249 3299882.19141058,8559460.94840934 3300445.23958032,8559461.0640642 3300445.40436773,8559461.14436828 3300445.58898136,8559461.18606678 3300445.78593864,8559461.18746961 3300445.98725672,8559461.14851993 3300446.18477598,8559461.0707964 3300446.37049079,8559370.69760654 3300612.90682283,8559370.68059611 3300612.94667622,8559370.71479263 3300612.9732891,8560134.95284535 3301100.18796758,8560134.994078 3301100.20880888,8560135.02861145 3301100.17811796,8561878.57144215 3299208.59659713,8561878.7144674 3299208.46860497,8561878.87931077 3299208.37029485,8562717.25143109 3298811.99714495,8562717.29518948 3298811.97772407,8563642.83373909 3298427.45209901,8563642.94685859 3298427.38650589,8564219.84045775 3297982.24879571,8564220.02224974 3297982.137252,8564220.22356173 3297982.0667977,8564220.43523598 3297982.0406378,8564220.64764334 3297982.05996232,8564220.85112135 3297982.12389217,8564644.72229596 3298166.98948114,8564644.76873806 3298167.00421146,8564644.8049104 3298166.97157081,8565435.26709312 3297288.21208823,8565435.41363427 3297288.07856283,8565435.58363677 3297287.97657024,8565435.77041896 3297287.91011909,8566130.49975001 3297116.04464891,8566130.54628106 3297116.02773578,8566130.55421712 3297115.97886644,8566178.30483473 3296246.60930071,8566178.30317881 3296246.56501635,8566178.27215985 3296246.53336714,8565740.03867491 3295875.00395727,8565739.89850792 3295874.85834883,8565739.79048207 3295874.68753015,8565739.71901006 3295874.49847895,8565739.68701143 3295874.2989177,8565739.69579327 3295874.0969982,8565739.74499687 3295873.90096858,8565739.83261231 3295873.71883638,8565739.95506064 3295873.55804145,8565740.10734 3295873.42515202,8565740.28323001 3295873.32559646,8566326.42762448 3295615.89960009,8566326.46742401 3295615.87711863,8566326.45181636 3295615.83415563,8566202.44881301 3295358.35257414,8566202.38605513 3295358.18559476,8566202.35396339 3295358.01012173,8566202.35355899 3295357.8317387,8566202.38485478 3295357.65612197,8566202.44685492 3295357.48885975,8566297.73173735 3295157.32143022,8566297.74833859 3295157.27517595,8566297.7554495 3295157.22654989,8566316.89577232 3294736.98922588,8566316.92258957 3294736.80035372,8566350.25137316 3294598.5562052,8566350.31233528 3294598.3785792,8566350.4054325 3294598.21548327,8566474.4844291 3294421.70934385,8566474.58168311 3294421.59132923,8566713.40394296 3294173.21567426,8566713.43472712 3294173.18050515,8566918.65880641 3293915.32501763,8566918.82138426 3293915.16303484,8566919.01661002 3293915.04238293,8567152.86480723 3293805.36355625,8567152.89292106 3293805.34680999,8567152.86022256 3293805.34553232,8566834.25429082 3293824.36068452,8566834.0652066 3293824.35403917,8566833.88075837 3293824.31189827,8566833.70754883 3293824.23577036,8566833.55177837 3293824.12838058,8566833.41902308 3293823.99357317,8566833.31403523 3293823.83617383,8566833.24057305 3293823.66181698,8566833.20126628 3293823.47674407,8566833.19752197 3293823.28758017,8566833.22947417 3293823.10109677,8566847.1020892 3293771.86830707,8566847.10974361 3293771.82282629,8566847.07633154 3293771.79103441,8566302.9399461 3293346.98721275,8566302.80357 3293346.8584264,8566302.69364366 3293346.7064377,8566302.61403478 3293346.53659427,8566302.56754435 3293346.35487194,8566302.5558081 3293346.1676645,8566307.32510936 3293193.9228624,8566307.32207073 3293193.87783824,8566307.27727722 3293193.87236575,8566097.20321213 3293189.06794828,8566097.16013562 3293189.07108097,8566097.16139637 3293189.11425283,8566101.57983092 3293224.37521386,8566101.58540324 3293224.56565288,8566101.55475688 3293224.75369243,8566101.48900425 3293224.93250703,8566101.39053204 3293225.09560607,8566101.2629146 3293225.23706935,8566101.1107842 3293225.35176204,8566100.93966288 3293225.43552102,8566100.75576201 3293225.48530598,8566100.56575684 3293225.49930984,8566100.3765442 3293225.47702428,8566100.19499213 3293225.41925822,8566100.02769062 3293225.32810847,8566099.8807124 3293225.20688357,8566049.31419199 3293174.67304857,8566049.28645138 3293174.6491436,8566049.25549646 3293174.62957879,8565691.0698408 3292983.6520995,8565691.05414532 3292983.64354998,8565648.14144075 3292959.76873735,8565648.03902207 3292959.7259034,8565452.20814706 3292902.45355764,8565452.1334957 3292902.42849488,8565213.29631109 3292811.63127562,8565213.26135429 3292811.61722709,8564773.83345961 3292625.32933713,8564773.79418009 3292625.31696144,8564773.79578052 3292625.35811332,8564835.89927622 3293083.90679386,8564835.90945829 3293083.95044187,8564835.95080979 3293083.96772994,8565188.88436025 3293193.69566841,8565189.0820062 3293193.78142161,8565189.25669724 3293193.90751908,8565189.40032464 3293194.06810769,8565189.50622159 3293194.25573329,8565189.56947261 3293194.46168678,8565308.87595228 3293814.69365928,8565308.89030117 3293814.96796058,8565251.68604827 3294482.30935211,8565251.6476106 3294482.51101927,8565251.56879988 3294482.70058712,8565251.45293772 3294482.87006591,8565251.3049074 3294483.01231261,8565251.13094796 3294483.12133193,8565250.93839129 3294483.19252902,8565250.73535308 3294483.22290314,8565250.53039082 3294483.21117409,8565250.33214306 3294483.15783624,8565189.50295659 3294459.86814383,8565189.45704619 3294459.85564118,8565189.41604735 3294459.87979023,8565118.52428886 3294511.79403461,8565118.36263315 3294511.89045841,8565118.18577201 3294511.95488084,8565117.99997163 3294511.98501941,8565117.81181494 3294511.9798063,8565117.62796836 3294511.93942622,8565117.4549456 3294511.86530984,8565117.29887686 3294511.76008311,8565117.16529169 3294511.62747423,8565093.86139161 3294483.66697316,8565093.83058695 3294483.63606971,8565093.79094412 3294483.61783793,8565027.08587677 3294459.86620242,8565027.04508016 3294459.85590357,8565027.04038681 3294459.89771748,8565022.34092341 3294736.60925659,8565022.31832489 3294736.8043328,8565022.25803803 3294736.99123094,8565022.16238782 3294737.16274321,8565022.03506305 3294737.31225516,8565021.88097405 3294737.4340008,8565021.70606333 3294737.52328497,8565021.5170764 3294737.57666437,8565021.32130161 3294737.59208041,8565021.12628911 3294737.56893857,8565020.93955963 3294737.50813131,8565020.76831448 3294737.4120037,8565020.61915779 3294737.28426294,8565020.49784185 3294737.1298354,8565020.40904527 3294736.95467665,8564671.17058567 3293838.78344234,8564671.14964782 3293838.74212389,8564671.10365976 3293838.73658252,8564420.95525866 3293833.29935616,8564420.91004161 3293833.30278115,8564420.89546791 3293833.34572204,8564410.773286 3293876.60413308,8564410.71786782 3293876.77222417,8564410.63368379 3293876.92791243,8564410.52337102 3293877.0663208,8564410.39038515 3293877.18311355,8564410.23889208 3293877.27463204,8563961.65042835 3294096.64316951,8563961.60759377 3294096.67013039,8563961.59985708 3294096.72014871,8563956.96034015 3294196.38948427,8563956.92928395 3294196.59446684,8563956.85662678 3294196.78864015,8563956.7454916 3294196.96365819,8563956.60065526 3294197.11199826,8563956.42834317 3294197.22728436,8563956.23596171 3294197.30456123,8563890.82145503 3294215.98108592,8563890.62710607 3294216.01628973,8563890.4296288 3294216.01260835,8563890.23672697 3294215.9701854,8563890.05592583 3294215.89067582,8563889.89427859 3294215.77718135,8563889.75809124 3294215.63412951,8563889.65267656 3294215.46710086,8563866.11136588 3294168.43406254,8563866.08765105 3294168.39610825,8563866.04300129 3294168.39305519,8563498.34303068 3294178.00443163,8563498.29529049 3294178.01071598,8563498.28653243 3294178.05806485,8563474.42611278 3294482.74938594,8563474.38873787 3294482.95277509,8563474.31032776 3294483.14412787,8563474.19423557 3294483.31526125,8563474.04542588 3294483.45885689,8563473.87026239 3294483.56877406,8563473.6762358 3294483.64031225,8563473.47164347 3294483.6704122,8563135.21419896 3294498.05205416,8563135.17064044 3294498.05810415,8563135.16644622 3294498.10188035,8563135.16644622 3294673.83404037,8563135.14857024 3294674.02227533,8563135.09558142 3294674.20378051,8563135.00937421 3294674.37206677,8563134.89303067 3294674.52111754,8563134.75071033 3294674.64560396,8563134.5875014 3294674.74107539,8563134.40923893 3294674.80411856,8563134.22229615 3294674.83247954,8563050.28364926 3294679.5277758,8563050.08087769 3294679.51848476,8563049.88415968 3294679.46843821,8563049.70160053 3294679.37969821,8563049.54072216 3294679.25592107,8563049.40815317 3294679.10220675,8563049.30935576 3294678.92488866,8563049.24840064 3294678.73127279,8563049.22779933 3294678.52933662,8563049.22779933 3294579.32081688,8563049.22289103 3294579.27346171,8563049.17651598 3294579.26269331,8563011.8661278 3294574.57902193,8563011.68235032 3294574.53808787,8563011.50950315 3294574.4634312,8563011.35371369 3294574.3576985,8563011.22050463 3294574.22463795,8563011.11459821 3294574.06896653,8563011.03974878 3294573.89620275,8563010.99860974 3294573.71247105,8563010.99263945 3294573.52428466,8563015.71756956 3294498.10297799,8563015.71598545 3294498.05816558,8563015.67175299 3294498.05080687,8562944.2835578 3294493.26392182,8562944.1202382 3294493.23930015,8562943.963199 3294493.18813175,8562943.81672414 3294493.11181248,8562188.51464277 3294016.3978388,8562188.3522215 3294016.27007637,8562188.21952894 3294016.11165734,8562188.12223158 3294015.9293468,8562188.0644844 3294015.73093015,8562188.04875342 3294015.52488054,8562188.07571043 3294015.31999709,8562213.0958861 3293910.50840328,8562213.10173408 3293910.46622769,8562213.05917332 3293910.46747683,8561042.74330357 3294058.58428785,8561042.69834093 3294058.59459046,8561042.6912987 3294058.64017761,8561014.13710056 3294587.78897243,8561014.10835805 3294587.97897123,8561014.04380485 3294588.15996448,8561013.94582462 3294588.3252689,8561013.81803536 3294588.4687805,8561013.66515577 3294588.58520002,8561013.49283103 3294588.67022859,8561013.30742435 3294588.72072648,8561013.115782 3294588.73482902,8560808.63891597 3294584.07740251,8560808.59360718 3294584.08089021,8560808.58908864 3294584.12610783,8560808.58908864 3294659.8621335,8560808.5719128 3294660.04667796,8560808.52097532 3294660.22488301,8560808.43802598 3294660.39062701,8560808.32591422 3294660.53821638,8560808.18849127 3294660.66258118,8560808.03047784 3294660.75944926,8560508.04856156 3294808.32041329,8560507.87223907 3294808.38732761,8560507.68648892 3294808.41994701,8560507.4979177 3294808.41711133,8560507.31323236 3294808.37892141,8560321.35240813 3294751.19126877,8560321.3348545 3294751.18621966,8560126.41152391 3294698.9543543,8560126.22528022 3294698.88392541,8560126.05668232 3294698.77799292,8560125.91241462 3294698.64075673,8560125.79819689 3294698.47765783,8560125.7185575 3294698.2951626,8560125.67665392 3294698.10050641,8560125.6741475 3294697.90140678,8560125.71113761 3294697.70575742,8560149.34086595 3294617.52144336,8560149.34947759 3294617.47573187,8560149.30988378 3294617.45131811,8559982.20059508 3294536.28101264,8559982.15364003 3294536.26403958,8559982.10971875 3294536.28778367,8559816.1284967 3294650.06341582,8559815.96078289 3294650.15611868,8559815.77846561 3294650.21512844,8559815.58823987 3294650.23827816,8559815.39709109 3294650.22471774,8559815.21203859 3294650.17494515,8559815.0398778 3294650.09078811,8559814.88693079 3294649.97533703,8559814.75881403 3294649.83283146,8559814.66023218 3294649.66850447,8559814.59480535 3294649.48839041,8559776.78117157 3294502.90942572,8559776.76524251 3294502.86605917,8559776.71905663 3294502.8649385,8559524.5248288 3294521.88711023,8559524.32751247 3294521.88246014,8559524.13495271 3294521.83914618,8559523.95465076 3294521.75885565,8559523.79363036 3294521.64471631,8559523.6581641 3294521.50117449,8559523.55352913 3294521.33382192,8559523.48380154 3294521.14917788,8559523.45169758 3294520.95443524,8559513.9466431 3294373.87892039,8559513.93916062 3294373.83389932,8559513.89352234 3294373.83372109,8559365.94409091 3294388.11822826,8559365.89045414 3294388.12954051,8559365.84065219 3294388.15244542,8559065.45788181 3294569.30670799,8559065.27960541 3294569.39147014,8559065.08815204 3294569.43956075,8559064.89098209 3294569.44910585,8559064.6957787 3294569.41973351,8559064.51014837 3294569.35258828,8559064.34132459 3294569.25028662,8559007.58646874 3294526.67032375,8559007.54988862 3294526.64763624,8559007.50685663 3294526.64659853,8558712.55884455 3294545.66647644,8558712.36177594 3294545.65970318,8558712.16986762 3294545.61439195,8558711.99058134 3294545.53230455,8558711.83088809 3294545.41663269,8558711.69699706 3294545.27187391,8558711.59411419 3294545.10365671,8558711.52623975 3294544.91852169,8558711.49601284 3294544.72366727,8558711.50460873 3294544.52666975,8558720.8961977 3294479.00213352,8558720.89806117 3294478.95726307,8558720.85315207 3294478.95732398,8558534.71569742 3294498.04897176,8558534.67021972 3294498.05830157,8558534.66250972 3294498.10408172,8558520.3642923 3294712.10615773,8558520.32951544 3294712.3089994,8558520.25395158 3294712.50042635,8558520.14080115 3294712.67233084,8558519.99485655 3294712.81743201,8558519.82229914 3294712.9295842,8558519.63043745 3294713.00403732,8558519.42739763 3294713.03763795,8558363.69642013 3294722.53627736,8558363.49793914 3294722.52862016,8558363.30488693 3294722.48188491,8558363.12488006 3294722.39791547,8558362.96502041 3294722.28002471,8558362.83161497 3294722.13286381,8558362.72992704 3294721.96223878,8558362.66396853 3294721.77488133,8558362.63634174 3294721.57818334,8558357.89246143 3294603.2272904,8558357.88640976 3294603.18371281,8558357.84280852 3294603.18959155,8558176.37730203 3294646.05163393,8558176.33332465 3294646.06681235,8558176.33175451 3294646.11330891,8558181.08388114 3294717.32273743,8558181.07443944 3294717.54159364,8558181.01757014 3294717.75314285,8558180.91600222 3294717.94723341,8558180.77460966 3294718.11455146,8557803.77553585 3295076.02607477,8557803.74579244 3295076.0600453,8557803.73029778 3295076.10245501,8557531.34954528 3296108.00157738,8557531.339371 3296108.04955093,8557268.63676479 3297736.99674027,8557268.63376457 3297737.04215965),(8562245.46756843 3296041.98957163,8562245.49442533 3296041.80600698,8562245.55472795 3296041.63056221,8562245.64640084 3296041.46927564,8562245.76628887 3296041.32769833,8562245.91026582 3296041.21070298,8562246.07337639 3296041.12231625,8562246.25000678 3296041.06558017,8562246.43407783 3296041.04244744,8562361.7988879 3296037.3351449,8562361.99855182 3296037.34876453,8562362.19150536 3296037.40186919,8562362.37002051 3296037.49233197,8562362.52694752 3296037.61652973,8562362.6560013 3296037.76948821,8562362.75201308 3296037.94508124,8562362.81113747 3296038.13627612,8562362.83100648 3296038.33541525,8562362.72129575 3296177.8630506,8562362.70162188 3296178.05965044,8562362.6436775 3296178.2485446,8562362.54972469 3296178.42235894,8562362.42343121 3296178.57430799,8562362.2697274 3296178.69845989,8562362.09461362 3296178.78996792,8562361.90492606 3296178.84525973,8562361.70806984 3296178.86217683,8562239.4164818 3296177.24458085,8562239.21687764 3296177.22175748,8562239.02586389 3296177.15949613,8562238.85115039 3296177.06030983,8562238.69978906 3296176.92820202,8562238.57788925 3296176.76850493,8562238.49037116 3296176.58766436,8562238.44076727 3296176.39297953,8562238.43107973 3296176.19230846,8562245.46756843 3296041.98957163),(8562187.3045097 3294015.63405521,8562187.46693097 3294015.76181764,8562187.59962353 3294015.92023667,8562187.69692089 3294016.10254721,8562187.75466807 3294016.30096386,8562187.77039905 3294016.50701348,8562187.74344205 3294016.71189692,8562186.84925459 3294020.45772243,8562186.83563649 3294020.57284518,8562184.81423077 3295764.15083826,8562184.7949583 3295764.3450627,8562184.73832548 3295764.53184407,8562184.6464897 3295764.70406704,8562184.5229494 3295764.85517083,8562184.37241081 3295764.97939922,8562184.20060862 3295765.07201978,8562184.01408756 3295765.12950417,8562183.81995307 3295765.14966255,8562183.62560062 3295765.13172699,8562183.43843397 3295765.07638074,8562183.26558317 3295764.98573219,8562183.11363288 3295764.86323456,8562182.98837158 3295764.71355434,8562182.89457105 3295764.54239353,8562182.83580458 3295764.35627244,8562182.81431085 3295764.16228125,8562160.5875055 3294000.59766998,8562160.60403772 3294000.40355363,8562160.65789394 3294000.21632655,8562160.74703005 3294000.04309485,8562160.86806295 3293999.89043343,8562161.01639889 3293999.76413649,8562161.18640787 3293999.66899755,8562161.37163729 3293999.60862757,8562161.56505685 3293999.58531786,8562161.75932543 3293999.59995312,8562161.94706965 3293999.65197787,8562162.1211638 3293999.73941756,8562187.3045097 3294015.63405521),(8562183.27822797 3296039.2045418,8562183.27435094 3296039.25045013,8562185.59419085 3296174.46873774,8562185.57852687 3296174.6630136,8562185.52547506 3296174.85056086,8562185.43705077 3296175.02425489,8562185.31661312 3296175.17749732,8562185.16873734 3296175.30446669,8562184.999041 3296175.40033965,8562184.81397062 3296175.46147412,8562184.62055673 3296175.4855477,8562070.87422798 3296178.46885886,8562070.67438627 3296178.45401482,8562070.48151674 3296178.39962364,8562070.30336448 3296178.30786948,8562070.14708355 3296178.18243694,8562070.01894972 3296178.028363,8562069.92410849 3296177.85183483,8562069.86636838 3296177.65994128,8562069.84804808 3296177.46038823,8562071.05489896 3296040.54750163,8562071.07501966 3296040.35653443,8562071.13127032 3296040.17293383,8562071.22157681 3296040.00346981,8562071.34260921 3296039.85439106,8562071.48990467 3296039.73119461,8562071.6580319 3296039.63842313,8562071.84079151 3296039.5794974,8562072.03144454 3296039.55659021,8562184.44965111 3296036.92353155,8562184.4960541 3296036.91793365,8562184.51338162 3296036.90334218,8562184.62431743 3296036.79115062,8562184.79413526 3296036.67824668,8562184.98332605 3296036.60213994,8562185.18402223 3296036.56599532,8562185.38787778 3296036.57131589,8562185.58641528 3296036.61788042,8562185.77137846 3296036.70375249,8562185.93507557 3296036.82536108,8562186.07069919 3296036.97764905,8562186.17260937 3296037.15428344,8562186.23656812 3296037.34791884,8562186.25991571 3296037.55050286,8562186.26880076 3296038.25547921,8562186.25095217 3296038.45658779,8562186.19307114 3296038.65001226,8562186.09751709 3296038.82786799,8562185.96818513 3296038.98290501,8562185.81034723 3296039.10880352,8562185.63043738 3296039.20043147,8562185.43578929 3296039.25405383,8562185.23433744 3296039.26748477,8562183.3241968 3296039.20146389,8562183.27822797 3296039.2045418))",211.42,9.14,998933,9327,3453,292,231,61,81,0.0846,surplus present
Gurgaon,Sector 82,687fcb5c47fc02d36f16,"POLYGON((8566148.36849207 3298938.27540074,8566148.40898988 3298938.29645934,8566640.38681268 3299134.42047373,8566640.4022792 3299134.4267896,8567254.72101354 3299391.29630004,8567254.76509138 3299391.30977947,8567254.79394469 3299391.27383455,8567430.08286604 3299122.04071233,8567430.10803587 3299122.00387695,8567468.71793877 3299068.12028309,8567468.7279852 3299068.10651183,8567510.34298273 3299012.07169752,8567510.3706013 3299012.03620506,8567553.76593614 3298958.7843548,8567553.77585106 3298958.771782,8567594.51063916 3298905.38063271,8567594.51712239 3298905.3719413,8567639.81774456 3298843.24759648,8567639.8240797 3298843.23870634,8567681.2284297 3298783.77260149,8567681.23524994 3298783.76292864,8567758.91794416 3298674.96185365,8567758.94873348 3298674.92098365,8567857.20930068 3298551.20678944,8567857.24792158 3298551.16104544,8567961.72366814 3298434.67665169,8567961.749945 3298434.64073013,8567961.71345638 3298434.61524658,8567461.94867045 3298154.99836144,8567461.91650827 3298154.97957187,8566785.1526899 3297742.51015022,8566785.11155368 3297742.4904189,8566785.08517699 3297742.52764501,8566303.09969579 3298591.54438172,8566303.09348007 3298591.55566695,8566284.18152892 3298626.96415945,8566284.16428516 3298626.99976856,8566148.38246893 3298938.2319475,8566148.36849207 3298938.27540074))",37.71,8.5,206842,2672,1316,116,111,5,78,0.0881,surplus present
Gurgaon,Sector 99A,92d624096adf9e82ea9b,null,56.56,11.64,24494,1092,898,118,68,50,61,0.1314,surplus present
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,"POLYGON((8577378.7179322 3302152.51808413,8577314.26394703 3302115.43165688,8577108.76816703 3302036.57587454,8576586.90239419 3301867.09447123,8576098.43246859 3301675.97163623,8576189.15785358 3301284.24162794,8576312.16589091 3300830.38072283,8576403.00259539 3300500.68939406,8576517.66167091 3300039.7679294,8576602.37580341 3299663.52500364,8576950.02657316 3299787.67261232,8577098.63809336 3299848.03837865,8577148.28658626 3299866.51516648,8577357.23327048 3299977.6295371,8577578.75905715 3300072.54573097,8577830.22978686 3300178.21988394,8578161.07131349 3300324.0136155,8578066.6723853 3300547.89613879,8577975.27908336 3300758.74652393,8577862.40111969 3301014.27733594,8577753.19669923 3301275.25538728,8577614.60393319 3301607.24402474,8577521.42951939 3301819.88308037,8577427.69850815 3302031.25977107,8577378.7179322 3302152.51808413))",88.31,6.67,133858,2704,1538,149,130,19,61,0.0969,surplus present
Gurgaon,Sector 99,505aca1f9f7b35ee4c0f,"POLYGON((8567459.81734405 3308613.83210446,8567407.1632249 3308559.12541868,8567393.9162055 3308512.39696837,8567382.78425642 3308468.7079145,8567380.78050558 3308457.94396661,8567385.23328521 3308444.77397156,8567383.11821489 3308437.17590338,8567378.2201573 3308431.35072071,8567375.32585053 3308428.81803338,8567369.31459803 3308426.79188386,8567367.75612516 3308423.87929447,8567368.53536159 3308419.5737287,8567371.65230734 3308418.30738609,8567372.98814123 3308416.02796969,8567371.76362683 3308411.46913807,8567368.09008363 3308391.71421897,8567354.17514728 3308325.23153242,8567338.59041857 3308260.14213647,8567323.11700935 3308197.07917158,8567317.77367379 3308178.7175208,8567315.88124245 3308164.78800944,8567315.65860347 3308143.51387461,8567315.2133255 3308118.31419914,8567300.63047221 3308092.73467761,8567285.0457435 3308028.7860877,8567271.24212664 3307970.66278299,8567256.43663437 3307915.32557934,8567249.75746492 3307883.66824309,8567247.86503358 3307874.17105682,8567249.42350645 3307868.34611924,8567248.64427001 3307861.25489431,8567242.41037853 3307839.22146938,8567224.59926 3307775.65397551,8567213.13335245 3307718.5447913,8567196.32410934 3307631.80514402,8567178.40167132 3307539.74776838,8567172.83569678 3307510.11733102,8567172.94701627 3307413.5023008,8567173.50361373 3307374.12206263,8567217.92009055 3307278.26775495,8567263.67240127 3307181.78102101,8567316.32652041 3307073.39255368,8567376.66168442 3306943.60611617,8567406.60662745 3306885.23428481,8567398.03502665 3306876.87738402,8567380.5578666 3306872.19245707,8567322.33777292 3306985.77074273,8567256.65927335 3307117.96340595,8567199.55237457 3307236.98856842,8567136.87950126 3307361.58625549,8567137.32477922 3307445.28514988,8567136.87950126 3307539.74776838,8567162.9282621 3307630.41224916,8567187.30723058 3307716.39212172,8567208.79189231 3307794.64821495,8567216.91821514 3307827.44499853,8567227.71620574 3307866.95319976,8567233.50481926 3307873.28465311,8567235.84252857 3307880.75577192,8567246.41788019 3307927.98853481,8567257.2158708 3307981.80622925,8567265.23087414 3308003.20673731,8567280.70428336 3308076.65252821,8567285.0457435 3308090.32868552,8567287.60609179 3308104.76464452,8567286.60421637 3308119.70714479,8567292.05887142 3308161.62221342,8567310.53790689 3308218.85992103,8567324.23020426 3308273.81848133,8567341.48472533 3308354.86377476,8567351.28084052 3308399.81879763,8567354.62042524 3308415.01489586,8567358.40528793 3308420.84007143,8567359.51848284 3308424.51246602,8567359.9637608 3308430.21101135,8567362.85806756 3308446.67348927,8567374.5466141 3308493.1484401,8567385.56724369 3308537.21747992,8567363.97126247 3308515.30957704,8567282.48539521 3308416.78777511,8567023.8902181 3308157.56999562,8566559.35398302 3307682.20271007,8567033.46369431 3306856.99811067,8567297.40220698 3306233.53830372,8567498.66784633 3306635.66908702,8567469.94741771 3306692.01394317,8567435.88365353 3306762.41369223,8567404.82551559 3306824.20370516,8567382.33897845 3306868.39386885,8567397.92370716 3306872.06583744,8567406.94058592 3306877.51048238,8567442.45150348 3306803.56479616,8567462.8229703 3306759.88132074,8567492.65659383 3306696.44557113,8567511.69222676 3306656.81420748,8567652.73402159 3306914.86333876,8568017.63931241 3307653.5849734,8568322.09811973 3308106.15758875,8567459.81734405 3308613.83210446))",36.04,5,280233,4176,1112,95,74,21,59,0.0854,surplus present
Gurgaon,Sector 93,c5b52306d6de50f89eda,"POLYGON((8563125.59814842 3301788.23715453,8563125.63885572 3301788.24962418,8563703.64079783 3301907.59059421,8563703.7087945 3301907.60713379,8564639.93551813 3302170.35175674,8564639.98089538 3302170.35975093,8564640.00515607 3302170.32057926,8565084.34802116 3301262.77166885,8565084.36469601 3301262.72628481,8565084.33430001 3301262.68868367,8565074.82852492 3301253.13764829,8565074.79499604 3301253.10945471,8565074.75702234 3301253.08761295,8563536.51574186 3300541.33470716,8563536.47559412 3300541.32051849,8563536.45854401 3300541.35953711,8563125.60763339 3301788.19565019,8563125.59814842 3301788.23715453))",224.49,10.81,1041462,11921,2952,279,290,-11,55,0.0945,surplus present
Gurgaon,Sector 36,1864ac472c1a7739556b,null,454.54,11.47,1176475,19103,6582,508,647,-139,53,0.0772,surplus present
Gurgaon,Sector 95A,b982df087daed28dd3bc,"POLYGON((8564254.26128716 3302566.93108179,8563740.63315664 3302496.42680513,8563383.52023018 3302391.24068339,8563236.68982182 3302362.63425157,8563096.87254138 3302345.9260984,8562786.40248156 3302327.44589265,8562475.82110225 3302288.58691301,8562210.21279722 3302175.17503046,8561969.54005812 3302073.66208356,8561852.5432733 3302034.17097033,8561729.42391648 3302022.27302954,8561269.00650256 3302011.51426239,8561437.87817009 3302182.89612148,8561560.21829047 3302292.13104981,8561882.37689683 3302545.41268154,8562312.29277028 3302910.8504392,8563118.4685226 3303295.41260789,8564214.85418742 3303715.81067604,8564236.33884914 3303099.58579244,8564273.40823958 3302575.28529356,8564254.26128716 3302566.93108179))",71.07,13.42,96634,2484,1989,123,196,-73,52,0.0618,surplus present
