city_name,locality,locality_id,entity_id,project_name,longitude,lattitude,avg_price,target,active_days,impressions,clicks,sessions,paid_leads,expected_leads,project_conversion,avg_conversion,avg_sessions,avg_bhk,gap,project_demand_status
Gurgaon,Sector 82,687fcb5c47fc02d36f16,52909,Vatika Primrose Floors,76.96183014,28.391716,15878400,0.84,1.5,5475,117,58,2,5,0.03,0.09,262.01,2.5,1,surplus
Noida,Sector 133,a6a758941c7e82e5f597,57110,Jaypee Kensington Park Plot Phase 2,77.37125397,28.50488663,39996000,7.42,11.5,10341,684,98,8,7,0.08,0.07,157.14,1,1,surplus
Gurgaon,Sector 69,e378bca73f0205299fa1,1388,Tulip Purple,77.03218079,28.39570808,20450000,0.29,0.5,275,10,16,1,1,0.06,0.09,180.56,4,1,surplus
Noida,Sector 150,338bfbd7096e7fb0f0c8,265973,ATS Homekraft Pious Orchards,77.49030304,28.42230034,30912500,0.52,1,949,10,20,1,1,0.05,0.06,232.72,3.5,0,surplus
Gurgaon,Sector 66,2587487ac5a5c7aaddcc,45950,AIPL Joy Street,77.06442261,28.39360237,8785461,0.96,1.5,6869,39,44,1,3,0.02,0.06,417.85,1,0,surplus
Gurgaon,Sector 70A,ab64cd141b3d9e250669,22206,Pyramid Urban Homes,77.02415466,28.38228607,7865110,2.72,1,1171,19,38,3,3,0.08,0.07,418.41,1.5,0,surplus
Gurgaon,Sector 83,7b42529d509396b8d178,3744,Ameya Sapphire 83,76.96381378,28.39753723,5975024,0.31,0.5,134,4,10,0,1,0.00,0.06,344.83,1,0,demand + conversion issue
Gurgaon,Sector 48,b72e60e2c222ac161359,236284,Central Park Resorts,77.03475952,28.42477989,80782185,8.61,13.5,4300,100,179,9,14,0.05,0.08,262.57,2.5,0,surplus
Gurgaon,Sector 82A,6b9e105e417d1fe84e86,16010,Vatika Sovereign Next,76.96790314,28.38863564,57025200,20.43,13,15515,598,397,20,28,0.05,0.07,217.07,3.5,0,conversion issue
Gurgaon,Gopalpur,76fc491f5a93f3479920,5025,Assotech Blith,76.96260834,28.45666695,20122153,5.42,6,200,0,71,5,5,0.07,0.08,144.81,3,0,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,344676,Realticus Luxury Independent Floors By Ashish Bansal 6,77.05280304,28.41760063,33250000,3.34,4.5,1236,37,38,3,3,0.08,0.09,133.13,3.5,0,demand + conversion issue
Gurgaon,Sector 90,90ac38ce1e3b6112bd4c,43090,DLF New Town Heights 1,76.93053436,28.40759468,18407375,2.9,4.5,5042,205,64,3,4,0.05,0.07,207.48,3,0,surplus
Gurgaon,Sector 4,c79e7bc2d4f7da1fa252,325162,Ireo Pride Park,77.08273315,28.26243782,19046421,24.87,14,13159,589,275,25,29,0.09,0.10,204.31,1,0,surplus
Gurgaon,Sector 83,7b42529d509396b8d178,353559,SRV Kamlax Floors,76.96469879,28.39859962,19400040,5.48,8.5,3644,40,66,5,4,0.08,0.06,150.17,3,0,demand gap
Gurgaon,Sector 102,96257073c54503aa6b37,225,Conscient Heritage Max,76.97064209,28.46981049,31903850,10.77,14,1548,139,160,11,18,0.07,0.11,225.95,3.5,0,surplus
Gurgaon,Sector 76,5de3fcda2f8d078fd091,333462,Whiteland Blissville,76.99452972,28.39165878,22372500,2.26,2.5,883,7,36,2,2,0.06,0.07,302.31,3,0,demand + conversion issue
Gurgaon,Sector 57,06be5e4b697d1d179f75,348397,Sunder Luxury Floors Sushant Lok 2,77.08740234,28.42560005,30863250,11.22,14,6438,215,73,11,6,0.15,0.08,169.57,3,0,demand gap
Gurgaon,Sector 50,be66cf97c6340f920e4b,87328,SS The Hibiscus,77.05982208,28.42434311,154798035,0.77,1.5,112,7,45,1,4,0.02,0.09,111.79,3.5,0,surplus
Noida,Sector 150,338bfbd7096e7fb0f0c8,230174,Antara Noida Phase1,77.48690796,28.42314529,35960000,3.09,6,1698,95,61,3,4,0.05,0.06,232.72,2.5,0,demand + conversion issue
Gurgaon,Sector 95,7d0421d664763242671c,281002,ROF Insignia Park 2,76.90969849,28.41890907,25335650,7.67,13,657,55,69,8,6,0.12,0.08,181.11,1,0,surplus
Gurgaon,Sushant Lok Phase 1,c56a7212bfebf162c2d0,107154,Suncity Platinum Towers,77.07263184,28.47564125,96296450,0.52,1,399,9,12,1,1,0.08,0.08,126.82,3,0,surplus
Gurgaon,Sector 93,c5b52306d6de50f89eda,294013,Signature Global City 93,76.93260193,28.41530037,16270025,30.12,14,31101,484,635,30,57,0.05,0.09,315.61,2.5,0,conversion issue
Noida,Sector 104,fc04fbb8ad3339541859,350863,Realcon Silver Oak Tower III,77.37039185,28.53906059,12816000,19.62,14,8217,47,121,20,11,0.17,0.09,295.28,3.5,0,surplus
Gurgaon,Sector 33,9c8c32b17074956fd396,73025,Central Park Mikasa Plots,77.0683136,28.28373909,126296460,1.94,2.5,131,1,52,2,4,0.04,0.08,191.87,1,0,surplus
Gurgaon,Sector 95,7d0421d664763242671c,286664,Solutrean Gateway 95,76.90714264,28.41649246,14676300,7.67,13,4798,88,92,8,8,0.09,0.08,239.81,1,0,surplus
Gurgaon,Sector 65,ad46b362716dededbce0,33291,Emaar Emerald Floors,77.06889343,28.39804459,41500000,1.27,1.5,30379,64,35,1,3,0.03,0.07,166.2,3,0,demand + conversion issue
Noida,Sector 79,3b7ee9d57f531d378c8d,38680,Mahagun Mirabella,77.3972168,28.56443405,26662300,0.65,1,1426,18,24,1,2,0.04,0.09,191.64,3,0,surplus
Gurgaon,Sector 90,90ac38ce1e3b6112bd4c,229188,MRG Ultimus,76.93631744,28.40715218,7720267,0.31,0.5,148,5,20,0,1,0.00,0.06,402.14,2,0,demand + conversion issue
Noida,Sector 107,5a4dd4bd47e70548d927,354789,Kalki Platinum Tower,77.37553406,28.54572105,11455000,4.87,7,8084,164,50,5,4,0.10,0.09,283.91,3.5,0,surplus
Gurgaon,Sector 84,8b951771d86f3f5983c0,2427,SS The Coralwood,76.96160126,28.40968132,17766405,6.45,12.5,1894,75,116,6,9,0.05,0.08,196.42,2.5,0,demand + conversion issue
Gurgaon,Sector 84,8b951771d86f3f5983c0,4486,Pivotal Devaan,76.96476746,28.40816307,4502704,4.9,4,9208,129,63,5,4,0.08,0.07,391.09,1.5,0,surplus
Noida,Sector 128,087832430cf7f2e7361d,33487,Jaypee The Kalypso Court,77.35237122,28.52593231,56071250,12.79,14.5,15456,450,143,13,8,0.09,0.06,199.64,2.5,0,surplus
Gurgaon,Sector 77,2f3e266bc6a6937a2e01,128334,Emaar Palm Heights,76.97914124,28.38851166,26007538,4.84,2.5,591,5,18,5,1,0.28,0.08,218.96,3,0,surplus
Gurgaon,Sector 36A,48c9fc30de6fec58cc65,299278,Krisumi Waterfall Suites,76.96643829,28.41993713,19559744,3.79,4.5,5598,129,55,3,4,0.05,0.08,232.06,1,-1,demand + conversion issue
Gurgaon,Sector 37D,f745c4c0226869fa87b8,38824,Ramprastha Primera,76.973526,28.45140266,14557350,5.93,11.5,5614,127,192,5,17,0.03,0.09,331.04,3,-1,demand + conversion issue
Gurgaon,Sector 47,25c1c719ad25fbff8284,352031,SR Homes 6,77.04640198,28.42200089,28000080,3,4.5,700,59,18,2,2,0.11,0.09,139.31,4,-1,demand gap
Gurgaon,Sector 88B,137a88aef60a9f131fda,291598,Aspiration,76.95462799,28.44431686,21328920,7.67,13,1309,88,74,7,7,0.09,0.09,178.15,1,-1,demand gap
Noida,Sector 128,087832430cf7f2e7361d,34515,Mahagun Manorialle,77.36056519,28.52503967,159183450,6.61,12.5,7587,148,127,6,7,0.05,0.06,199.64,3.5,-1,demand + conversion issue
Gurgaon,Sector 52A,3b6825fb734eff6e3d03,348531,The Falcon,77.08686829,28.44952393,113520000,0.77,1.5,447,3,33,0,1,0.00,0.04,101.57,3.5,-1,demand + conversion issue
Noida,Sector 151,e92d9194f6821534be2f,343099,Novel Organic Farms,77.44288635,28.43989182,25312500,5.03,6.5,2286,142,97,4,5,0.04,0.05,156.64,1,-1,demand + conversion issue
Gurgaon,Sector 47,25c1c719ad25fbff8284,343907,Arun GGR Floor 28,77.04640198,28.42200089,34500000,12.18,12,7306,102,147,11,12,0.07,0.08,115.07,3.5,-1,conversion issue
Gurgaon,Sector 104,0fb158487e3209be89b3,341464,Indiabulls Estate & Club,76.99372101,28.47953224,52900583,28.05,13.5,221176,317,205,27,20,0.13,0.10,282.29,3.5,-1,demand gap
Gurgaon,Sector 63,3f92611a90726707361f,322775,NM Builder Floor,77.08699036,28.39696884,24000000,4.18,4,222,10,14,3,1,0.21,0.09,176.79,3,-1,demand gap
Gurgaon,Sector 102,96257073c54503aa6b37,33413,Emaar Gurgaon Greens,76.96589661,28.47294998,22950000,13.35,11.5,6689,191,219,12,25,0.05,0.11,250.19,3.5,-1,demand + conversion issue
Gurgaon,Sector 95A,b982df087daed28dd3bc,344484,Roots Courtyard 2,76.92253113,28.42720032,32468670,7.67,13,1430,60,117,7,8,0.06,0.07,250.82,1,-1,demand + conversion issue
Gurgaon,Sector 86,fe5388b6cc76451a5b11,337,Microtek Greenburg,76.94557953,28.39313698,28539170,5.93,11.5,33011,160,153,5,13,0.03,0.09,190.9,3,-1,demand + conversion issue
Gurgaon,Sector 48,b72e60e2c222ac161359,321812,Paramount Luxury Builder Floors 27,77.03937531,28.41120529,26444000,12.33,8.5,7904,180,86,11,7,0.13,0.08,286.81,3.5,-1,demand gap
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,295908,Fortune Luxury Builder Floors 15,77.05280304,28.41760063,59196200,3,4.5,97,2,41,2,4,0.05,0.09,133.13,3.5,-1,demand + conversion issue
Gurgaon,Sector 52,416b59f117e042703458,336279,Palm Ardee City,77.07865906,28.43796349,32500000,1.29,1.5,39,2,3,0,0,0.00,0.06,115.7,3,-1,demand + conversion issue
Gurgaon,Sector 36,e706681c7dfc5fd72048,292100,Signature Global Park I Phase II,76.99074554,28.41645241,13909809,1.1,1.5,981,23,35,0,3,0.00,0.08,359.51,3,-1,demand + conversion issue
Gurgaon,Sector 80,496dee59973e0548ac9f,31817,Godrej Frontier,76.95760345,28.37567329,33190893,0.68,1.5,125,4,15,0,1,0.00,0.07,321.82,3.5,-1,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,350720,Vohra Luxury Builder Floors 2,77.05831146,28.38747597,27000000,9.76,13.5,73114,413,135,9,11,0.07,0.08,166.08,4,-1,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,352982,Vohra Luxury Builder Floors 11,77.0582962,28.38739967,20999550,10.81,13.5,84912,580,144,10,11,0.07,0.08,166.08,3,-1,demand + conversion issue
Gurgaon,Sector 78,80de3be8e9ffe90c0cb3,339547,Ganga Valley,76.96526337,28.36650658,33025757,7.67,13,3609,165,112,7,10,0.06,0.09,146.49,1,-1,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,336587,4S Amara Floors,77.06061554,28.38598061,36393850,8.6,8.5,2504,25,55,8,4,0.15,0.08,141.84,3.5,-1,demand gap
Gurgaon,Sector 50,be66cf97c6340f920e4b,344709,Realticus Luxury Independent Floors By Ashish Bansal 9,77.06273651,28.41786766,33250000,3.34,4.5,775,25,39,2,3,0.05,0.09,111.79,3.5,-1,demand + conversion issue
Gurgaon,Sector 79,05f80b391e199362a031,301829,Mapsko Mount Ville,76.96968079,28.36040878,26073600,3.87,3,321,5,36,3,3,0.08,0.07,286.31,3.5,-1,demand gap
Gurgaon,Sector 63,3f92611a90726707361f,327705,4S Amara Luxury Floors,77.08436584,28.39237595,30736250,2.33,4,33,0,42,1,4,0.02,0.09,152.55,3.5,-1,demand + conversion issue
Noida,Sector 76,15b8124237251ab13164,345973,AU Aspire Silicon City,77.38067627,28.56971169,70397952,3.48,6,5326,50,74,2,5,0.03,0.07,233.71,3.5,-1,demand + conversion issue
Gurgaon,Sector 5,056750286012632e2a97,300835,JMS Mega City,77.08779907,28.25622177,15080364,6.99,8.5,4600,205,172,6,10,0.03,0.06,542.88,1,-1,demand + conversion issue
Gurgaon,Sector 35,660abf993a9bbb29da44,353018,Hobby Green Valley Homes,77.06604767,28.27745056,17300258,1.28,0.5,24,0,2,0,0,0.00,0.08,183.91,3,-1,demand + conversion issue
Gurgaon,Sector 85,15c80ebb64fc90e96950,351,Orris Carnation Residency,76.95090485,28.40442467,13964263,1.03,1.5,424,10,17,0,1,0.00,0.07,473.08,3,-1,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,352120,Elite Prime Luxurious Floors 3bhk And 4bhk Sector 49,77.04801178,28.41211128,38748250,3,4.5,63,16,11,2,1,0.18,0.09,133.13,3.5,-1,demand gap
Gurgaon,Sector 35,660abf993a9bbb29da44,265825,Green Valley Floors,77.06586456,28.28050613,15119280,1.22,0.5,673,7,10,0,1,0.00,0.08,242.61,2.5,-1,demand + conversion issue
Gurgaon,Sector 72,46e0a49265110de7b7eb,13003,TATA Primanti Villa,77.03045654,28.41534233,86119233,0.52,1,760,56,40,0,3,0.00,0.09,153.07,3.5,-1,demand + conversion issue
Gurgaon,Sector 77,2f3e266bc6a6937a2e01,753,Umang Winter Hills,76.97941589,28.38174438,16635000,26.92,14.5,25158,377,255,26,20,0.10,0.08,277.65,2.5,-1,demand gap
Noida,Sector 73,6b6b6c204323f2ed6253,330565,MMD Provica Homes,77.39151764,28.58554268,6525400,10.42,10.5,63,24,46,8,5,0.17,0.11,504.73,2,-2,demand gap
Gurgaon,Sector 76,5de3fcda2f8d078fd091,283038,Whiteland Blissville Phase 3,76.99452972,28.39165878,23262200,9.18,10.5,2922,166,191,7,13,0.04,0.07,302.31,3,-2,demand + conversion issue
Gurgaon,Sector 23,ed367d1b56165f3af439,299977,Ahuja Builders 3,77.04477692,28.50979424,39926790,6.71,13,10563,222,92,5,9,0.05,0.09,132.57,3.5,-2,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,345216,Keystone Lavish Builder Floor,77.04801941,28.41238213,38750000,3,4.5,28,0,10,1,1,0.10,0.09,133.13,4,-2,demand gap
Gurgaon,Sector 36A,48c9fc30de6fec58cc65,182006,Krisumi Waterfall Residences,76.97653961,28.41547775,69892315,38.2,12,48552,904,436,36,35,0.08,0.08,207.82,3,-2,demand gap
Gurgaon,Sector 56,0e974c26dad6960b17dc,329676,Trevoc Royal Residences,77.09909821,28.42449951,110547620,2.33,4,501,11,42,0,3,0.00,0.07,139.91,3.5,-2,demand + conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,333831,CBS Luxury Floors,77.08665466,28.39715576,23000000,3.4,4.5,102,2,10,1,1,0.10,0.09,176.79,3,-2,demand gap
Noida,Sector 152,d54a24662e60d78cf959,227243,ATS Picturesque Reprieves Phase 2,77.47543335,28.44429016,28505320,1.55,3,811,23,30,0,2,0.00,0.07,171.3,3.5,-2,demand + conversion issue
Gurgaon,Sector 108,f154398773021cbd297d,252032,Sobha City Phase 5,76.99336243,28.51498032,41162762,1.93,3,75,5,41,0,3,0.00,0.06,175.82,3,-2,demand + conversion issue
Noida,Sector 97,f9ad567eb83a92345b32,38820,Unitech UGCC Burgundy,77.35687256,28.54102516,54190900,8.39,13,5543,217,115,6,7,0.05,0.06,249.64,4,-2,demand + conversion issue
Gurgaon,Sector 50,be66cf97c6340f920e4b,348467,Sunder Homes Luxury Floors Nirwana Country,77.0664978,28.41239929,34998975,5.77,4,1483,41,43,4,4,0.09,0.09,111.79,4,-2,demand gap
Gurgaon,Sector 26A,dd174fbec73c29a29032,347387,Skys Realty Floors,77.10030365,28.4734993,53999028,2.32,4.5,33,0,7,0,0,0.00,0.04,88.57,4,-2,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,341979,Luxury Floors 311 Sq Yards,77.04801941,28.412117,32500000,3,4.5,739,15,23,1,2,0.04,0.09,133.13,3,-2,demand + conversion issue
Gurgaon,Sector 99,505aca1f9f7b35ee4c0f,38683,Vatika Sovereign Park,76.96568298,28.46362686,48764063,6.66,3.5,174,1,61,5,5,0.08,0.08,169.29,3.5,-2,demand gap
Gurgaon,Sector 81,a8888c394dbcc6108569,768,Bestech Park View Grand Spa,76.94893646,28.39241982,64170188,2.61,4.5,284,19,52,1,3,0.02,0.06,303.07,3.5,-2,demand + conversion issue
Noida,Sector 110,6197925ab00826f0f32f,351037,Swastik Triveni Homes,77.38339996,28.53219986,6862500,12.65,14,2291,37,59,11,7,0.19,0.11,247.26,3.5,-2,demand gap
Gurgaon,Sector 83,7b42529d509396b8d178,33381,Emaar Palm Gardens,76.97368622,28.3959446,39247250,2.59,5,836,28,66,1,4,0.02,0.06,125.93,3.5,-2,demand + conversion issue
Gurgaon,Sector 21,ae5fff5547a3411259ee,344597,Ahuja Builders 5,77.07227325,28.5133934,30112992,6.71,13,1610,50,59,5,5,0.08,0.08,114.57,3.5,-2,demand gap
Noida,Sector 110,6197925ab00826f0f32f,351155,Swastik Vikash Infra,77.38339996,28.53219986,4500000,15.36,14,2661,96,87,13,11,0.15,0.12,485.41,2,-2,demand gap
Gurgaon,Sector 54,fb635f012d5a99e0d7bd,33788,Emaar The Palm Springs,77.10070801,28.44727135,152690475,3.48,6,2383,41,49,1,3,0.02,0.07,123.45,3.5,-2,demand + conversion issue
Gurgaon,Sector 95,7d0421d664763242671c,17275,Saan Verdante,76.92071533,28.41847992,34795053,6.51,12.5,2042,58,102,5,8,0.05,0.08,156.87,3.5,-2,demand + conversion issue
Gurgaon,Sector 36,1864ac472c1a7739556b,284479,Signature Global Park 5 Phase II,77.06326294,28.29654312,10155370,6.65,2.5,4060,30,55,5,4,0.09,0.08,379.54,2.5,-2,demand gap
Gurgaon,Sector 48,b72e60e2c222ac161359,351804,Central Park 2 Bellevue,77.0358963,28.41769981,48582615,10.32,11,2600,142,109,7,9,0.06,0.08,262.57,3.5,-3,demand + conversion issue
Gurgaon,Sector 50,be66cf97c6340f920e4b,352316,SR Homes 2,77.0664978,28.41239929,34999290,3,4.5,41,1,5,0,0,0.00,0.09,111.79,4,-3,demand + conversion issue
Gurgaon,Sector 95,7d0421d664763242671c,347383,JMS Silver Living,76.90809631,28.41736603,17371619,15.78,14.5,7201,48,216,13,18,0.06,0.08,181.11,3,-3,conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,348409,Sunder Homes Luxury Floors South City 2,77.05280304,28.41760445,34501140,5.77,4,4756,149,42,3,4,0.07,0.09,133.13,3,-3,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,335544,Satyam Luxury Floors,77.04999542,28.40798187,65000000,3,4.5,179,3,8,0,1,0.00,0.09,133.13,4,-3,demand + conversion issue
Gurgaon,Sector 37D,f745c4c0226869fa87b8,342917,Navraj The Kingstown Heights,76.97029877,28.44779968,40814280,7.8,12.5,980,56,78,5,7,0.06,0.09,248.11,3,-3,demand + conversion issue
Gurgaon,Sector 53,2e6f7dbcbe2ca5b73f7f,9547,Vipul Belmonte,77.10063934,28.44081688,90553688,9.18,14.5,1418,116,111,6,9,0.05,0.08,130.95,3.5,-3,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,351938,SR Homes 5,77.04799652,28.41209984,34000000,3,4.5,21,0,2,0,0,0.00,0.09,133.13,4,-3,demand + conversion issue
Gurgaon,Sector 92,e0930a6b895918ca0874,4505,Bestech Park View Sanskruti,76.92728424,28.40880775,18494888,9.09,14.5,5340,96,229,6,17,0.03,0.07,185.68,3.5,-3,conversion issue
Gurgaon,Sector 22,2ef6a153af78a2aceec1,7259,Ambience Creacions,77.06843567,28.50418472,101647750,7.15,8,7582,138,121,4,8,0.03,0.07,147.57,3,-3,demand + conversion issue
Noida,Sector 49,5d4b9fb26182972a40a4,342846,Parit Vatika,77.37835693,28.55911446,7000500,29.62,14.5,31209,899,349,27,40,0.08,0.11,692.24,2.5,-3,demand + conversion issue
Gurgaon,DLF Phase 5,0ff6cd71f8971c93bc75,275695,DLF The Grove,77.10996246,28.44364166,103744487,7.11,8,2860,83,97,4,6,0.04,0.06,166.57,2.6666666666666665,-3,demand + conversion issue
Noida,Sector 145,861711c78e0b17bc8fcb,319974,Godrej Jardinia,77.45128632,28.47164154,36171283,6.96,13.5,12604,536,61,4,4,0.07,0.06,138.64,3,-3,demand gap
Gurgaon,Sector 71,2c74967db31462703673,318228,Pyramid Alban,77.02809906,28.41040039,37728720,4.84,2.5,886,14,24,2,2,0.08,0.08,178.71,3,-3,demand gap
Gurgaon,Sector 63,3f92611a90726707361f,299468,Paramount Luxury Builder Floors 16,77.08670044,28.39710045,35000000,2.58,4,1631,27,20,0,2,0.00,0.09,152.55,4,-3,demand + conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,36101,Dhoot Time Residency,77.09042358,28.40092087,26806068,5.93,11.5,5506,75,76,3,7,0.04,0.09,176.79,3,-3,demand + conversion issue
Gurgaon,Sector 104,0fb158487e3209be89b3,352087,Delphine,76.99620056,28.48456764,124498800,5.67,8,2332,37,43,3,4,0.07,0.10,282.29,3.5,-3,demand + conversion issue
Noida,Sector 128,087832430cf7f2e7361d,33532,Jaypee Kallisto Town homes,77.35961151,28.52462959,95160000,5.16,10,143874,4451,519,2,29,0.00,0.06,199.64,4,-3,conversion issue
Gurgaon,Sector 89,2475ee745ec374a2d50e,350232,Kashi,76.93602753,28.41644669,22499451,17.2,14,39965,719,142,14,11,0.10,0.08,421.23,2,-3,demand gap
Gurgaon,Sector 53,2e6f7dbcbe2ca5b73f7f,92566,DLF Westend Heights,77.09331512,28.44931793,51429821,2.57,10,117,2,21,0,2,0.00,0.08,130.95,3,-3,demand + conversion issue
Gurgaon,Sector 49,ebd7f89deb5d95bd3ac2,299407,SR Homes1,77.05129242,28.41401863,33000000,3,4.5,1394,50,11,0,1,0.00,0.09,133.13,4,-3,demand + conversion issue
Gurgaon,Sector 92,e0930a6b895918ca0874,259470,Signature Global City 92,76.92469788,28.40752983,9309947,36.05,13.5,17212,289,358,33,24,0.09,0.07,380.34,2,-3,demand gap
Gurgaon,Sector 95,7d0421d664763242671c,327241,JMS Premier Floors,76.90750122,28.41679955,14855297,11.24,12,13843,52,131,8,11,0.06,0.08,239.81,2.5,-3,demand + conversion issue
Gurgaon,Sector 62,18bbd052e821296e7928,33093,Pioneer Araya,77.08824158,28.41254807,181704942,10.32,11,1149,23,63,6,6,0.10,0.09,148.32,3.5,-4,demand gap
Gurgaon,Sector 2,c9e24c527de7460dcaa9,318848,Ashiana Mulberry Phase 2,77.06359863,28.26119995,13484915,28.2,13.5,9180,209,215,24,17,0.11,0.08,261.95,2.5,-4,demand gap
Noida,Sector 73,6b6b6c204323f2ed6253,335558,JMD A1 Height,77.38698578,28.58493996,4874650,58.66,14,157260,1327,322,55,38,0.17,0.12,742.87,2.3333333333333335,-4,demand gap
Gurgaon,Sector 99A,92d624096adf9e82ea9b,35196,Pareena Coban Residences,76.95429993,28.4538765,19426150,6.55,2.5,2410,50,45,3,5,0.07,0.11,178.81,3,-4,demand + conversion issue
Gurgaon,Sector 111,814d7aaee051baa2f2ef,288734,M3M Crown,77.02908325,28.52837181,35916725,15.26,14,2868,156,253,11,22,0.04,0.09,168.91,3,-4,conversion issue
Gurgaon,Sector 63,3f92611a90726707361f,305731,CBS Luxury Builder Floors,77.08202362,28.39744377,28966140,29.64,13.5,35099,677,236,26,22,0.11,0.09,176.79,3.5,-4,demand gap
Noida,Sector 107,5a4dd4bd47e70548d927,350212,Ekanam By Great Value,77.37210083,28.54239082,76150000,7.58,15,4074,184,98,4,7,0.04,0.07,229.14,2.6666666666666665,-4,demand + conversion issue
Gurgaon,Sector 95,7d0421d664763242671c,296273,Landmark Avana,76.91533661,28.41851425,21997755,20.9,13,2548,178,154,17,13,0.11,0.08,181.11,1,-4,demand gap
Gurgaon,Sector 33,9c8c32b17074956fd396,51879,Central Park Cerise Floors,77.0683136,28.28373909,13149180,15.22,14,11410,232,145,11,12,0.08,0.09,274.81,2.5,-4,demand + conversion issue
Gurgaon,Sector 41,e3c5b7e9b619e2b081c8,343909,Arun GGR Floor 27,77.0664978,28.45829964,39000000,12.18,12,12991,118,103,8,9,0.08,0.09,123.95,3.5,-4,demand + conversion issue
Noida,Sector 81,1344d8c937b6de263ef4,352858,MMD Harsh Residency,77.39321136,28.54768372,5498900,24.97,14,24556,315,292,21,30,0.07,0.10,651.3,2.5,-4,demand + conversion issue
Gurgaon,Sector 67,b367b4f7048c1e1e1a64,346485,Ansal Investors Desire 2,77.06210327,28.38310051,28000000,7.78,6.5,1627,34,65,4,5,0.06,0.08,166.08,4,-4,demand + conversion issue
Gurgaon,Sector 73,f6b6512439a493e2a7e1,87367,DLF Alameda,77.01182556,28.40717888,165892420,7.22,8,12662,481,134,3,7,0.02,0.05,152.07,2.6666666666666665,-4,demand + conversion issue
Gurgaon,Sector 50,be66cf97c6340f920e4b,321777,Paramount Luxury Builder Floors 25,77.05542755,28.41529655,35000000,12.33,8.5,3096,59,67,8,6,0.12,0.09,111.79,4,-4,demand gap
Gurgaon,Sector 4,c79e7bc2d4f7da1fa252,350324,GLS Codename S O H N A,77.08748627,28.26221848,25499600,51.56,14.5,1941975,2049,389,48,41,0.12,0.10,204.31,3,-4,demand gap
Gurgaon,Sector 42,3ff7f954ccc0a4856241,33508,DLF Camellias,77.10046387,28.4502964,963758750,11.87,11,48882,880,1254,8,54,0.01,0.04,320.91,4,-4,conversion issue
Gurgaon,Sector 41,1177e75c4dd3f8cccc87,354191,Creative Ultra Luxurious Floor Project 2,77.06647491,28.4582901,32499630,14.18,13,25487,292,129,10,10,0.08,0.08,149.57,3.5,-4,demand + conversion issue
Gurgaon,Sector 33,9c8c32b17074956fd396,255344,Godrej Serenity Sohna,77.06707001,28.27969933,12456730,23.93,14,614163,3225,369,20,32,0.05,0.09,274.81,2.5,-4,conversion issue
Gurgaon,DLF Phase 2,708ba9e1db2721be4c5f,354233,Skys Luxury Builder Floor DLF Phase 2,77.08809662,28.48770142,52501320,3.61,7,812,114,16,0,1,0.00,0.07,122.07,4,-4,demand + conversion issue
Gurgaon,Sector 95,7d0421d664763242671c,275472,JMS The Nation,76.91159058,28.41415596,33643446,23.66,13.5,3887,151,249,20,20,0.08,0.08,156.87,1,-4,demand gap
Gurgaon,Sector 2,c9e24c527de7460dcaa9,45960,MKS County,77.0639801,28.27110291,18294755,6.64,7,1930,76,76,2,6,0.03,0.08,203.25,2.5,-5,demand + conversion issue
Gurgaon,Sector 102,96257073c54503aa6b37,171724,Shapoorji Pallonji Joyville Gurugram II,76.97177887,28.47547722,18127358,22.64,11,9522,154,145,18,16,0.12,0.11,250.19,2.5,-5,demand gap
Gurgaon,Sector 88A,4a0bd6c5d327b49f928e,3638,The Center Court,76.94952393,28.42959213,19528750,12.11,11.5,1644,49,153,7,16,0.05,0.11,175.04,2.5,-5,demand + conversion issue
Gurgaon,Sector 68,9d8a921dc7ddd1d035f3,35730,M3M Sierra 68,77.04268646,28.38076401,13558704,20.74,14,2316,86,182,16,15,0.09,0.08,332.68,2,-5,demand gap
Gurgaon,Sector 89,2475ee745ec374a2d50e,252727,Orris Woodview Residencies,76.9486618,28.41552162,81009979,6.96,13.5,5207,268,88,2,7,0.02,0.08,396.99,2.5,-5,demand + conversion issue
Noida,Sector 124,ff32a98a5ec95cb466b5,43077,ATS Knightsbridge,77.32874298,28.54905128,126007500,5.16,10,7282,143,100,0,3,0.00,0.03,158.14,4,-5,demand + conversion issue
Gurgaon,Sector 65,ad46b362716dededbce0,340327,Prime Residences,77.06777954,28.40948868,30355500,7.33,10.5,8720,170,79,2,6,0.03,0.07,166.2,2.5,-5,demand + conversion issue
